user id,item id,rating
624,1429,5
624,1240,4
624,358,5
624,1389,3
624,700,4
624,101,4
624,1111,4
624,1619,4
624,1439,5
624,921,3
624,791,4
624,1342,4
624,1174,4
624,218,5
624,775,4
624,375,4
26,295,4
26,143,2
26,727,5
26,496,3
26,834,3
26,87,5
26,1391,3
26,513,3
26,918,3
26,1339,3
26,67,3
26,681,4
26,278,2
26,1009,3
26,1576,3
26,420,4
26,440,4
26,199,5
26,1550,4
26,1312,3
26,1026,2
26,1086,5
26,297,3
26,913,3
26,17,4
26,201,3
26,1578,5
26,1440,3
26,602,2
26,419,5
26,1061,4
26,206,3
26,1480,4
26,554,3
26,232,3
26,346,4
26,1184,4
26,650,3
26,1394,4
26,1617,5
26,846,3
26,1430,3
26,1670,4
26,925,3
26,577,4
26,964,4
26,956,5
26,920,1
26,578,5
26,631,4
26,712,5
26,135,3
26,1545,3
26,1417,4
26,803,4
26,174,3
26,329,3
26,1551,4
26,954,3
26,752,3
26,1490,3
26,1369,3
26,783,5
26,1038,3
26,1139,3
26,1465,2
26,501,4
26,623,4
26,1495,3
26,600,2
26,1482,3
26,446,5
26,226,3
26,1237,4
26,658,4
26,246,5
26,261,3
26,1230,5
26,89,4
26,1074,3
26,358,3
26,1614,5
26,960,3
26,1503,4
26,1111,4
26,791,5
26,218,5
26,943,3
26,1591,3
26,478,2
26,463,5
26,300,3
26,1455,3
26,1668,3
26,533,2
26,321,4
26,1274,4
26,1208,4
26,456,3
26,59,3
26,185,5
26,1167,3
26,408,1
26,927,5
26,273,5
590,1608,5
590,1576,5
590,1312,5
590,1026,5
590,1397,4
590,1405,4
590,1363,5
590,584,5
590,201,4
590,1460,4
590,314,5
590,225,4
590,482,4
590,492,3
590,127,4
590,1658,5
590,232,4
590,650,4
590,11,5
590,281,4
590,200,4
590,372,3
590,230,4
590,585,5
590,775,4
84,1436,3
84,1608,5
84,69,1
84,815,2
84,295,4
84,262,3
84,431,5
84,1377,5
84,1177,1
84,1667,4
84,763,4
84,87,5
84,526,4
84,1472,5
84,515,1
84,615,3
84,513,3
84,1487,4
84,1205,5
84,1567,3
84,917,1
84,1009,4
84,797,4
84,1574,5
84,801,1
84,628,3
84,1576,4
84,420,2
84,1218,1
84,440,3
84,1512,2
84,199,2
84,1550,1
84,1623,5
84,1318,5
84,1142,2
84,1182,3
84,279,5
84,292,4
84,904,4
84,299,3
84,1257,5
84,1514,5
84,196,3
84,1397,5
84,849,1
84,266,4
84,1507,5
84,479,1
84,85,2
84,829,1
84,1207,2
84,1095,5
84,514,2
84,873,3
84,1078,1
84,612,5
84,1227,3
84,729,4
84,293,3
84,1426,5
84,1460,5
84,1365,5
84,314,4
84,82,4
84,1440,2
84,679,4
84,1170,2
84,1050,5
84,1102,4
84,1416,1
84,1308,4
84,888,4
84,42,3
84,1265,5
84,569,5
84,476,4
84,864,5
84,1464,3
84,482,5
84,1518,5
84,522,2
84,824,3
84,206,4
84,1658,3
84,260,1
84,554,3
84,221,5
84,781,4
84,289,2
84,1281,5
84,232,3
84,315,3
84,13,4
84,983,5
84,713,2
84,1184,5
84,1394,4
84,1277,3
84,11,2
84,562,1
84,1040,5
84,1262,4
84,1430,3
84,1353,4
84,1247,5
84,155,3
84,1479,5
84,1670,3
84,1023,1
84,170,5
84,836,3
84,84,3
84,645,2
84,361,4
84,607,3
84,1159,4
84,1291,5
84,586,2
84,1254,4
84,1328,2
84,837,3
84,1272,3
84,281,3
84,767,2
84,578,3
84,327,2
84,381,3
84,104,4
84,928,4
84,313,5
84,294,2
84,656,2
84,1332,3
84,712,3
84,784,3
84,1121,4
84,1545,3
84,1417,1
84,1427,3
84,174,1
84,1551,3
84,151,2
84,1601,2
84,730,4
84,752,1
84,648,2
84,1194,5
84,1012,1
84,488,1
84,1042,2
84,158,1
84,44,2
84,1358,3
84,20,1
84,1038,5
84,882,5
84,1139,5
84,1064,4
84,501,4
84,1444,5
84,1087,1
84,128,1
84,565,1
84,234,2
84,926,3
84,1501,4
84,1232,1
84,1259,1
84,536,2
84,1246,3
84,1234,5
84,1049,5
84,189,1
84,1171,4
84,604,4
84,1165,3
84,831,4
84,497,5
84,205,1
84,469,4
84,788,5
84,1338,5
84,402,5
84,1482,5
84,1152,5
84,1243,2
84,938,5
84,997,5
84,1499,2
84,796,4
84,473,5
84,1030,4
84,1443,5
84,1237,5
84,1484,4
84,1406,3
84,1509,1
84,1404,1
84,1124,1
84,246,4
84,97,4
84,875,1
84,1077,2
84,745,2
84,244,1
84,787,1
84,241,1
84,564,1
84,1185,1
84,1598,5
84,449,3
84,662,2
84,866,1
84,955,3
84,1096,3
84,898,3
84,659,4
84,1488,3
84,1148,2
84,799,4
84,89,4
84,334,4
84,144,4
84,187,3
84,891,4
84,1240,1
84,15,3
84,452,3
84,1145,1
84,458,2
84,548,2
84,738,3
84,625,3
84,1074,4
84,826,5
84,1354,2
84,358,5
84,223,5
84,484,5
84,1166,4
84,252,5
84,960,5
84,1389,5
84,816,1
84,1398,2
84,207,1
84,1251,3
84,1136,3
84,1252,1
84,1249,3
84,1657,5
84,344,4
84,958,5
84,101,5
84,1376,1
84,994,1
84,448,2
84,1503,3
84,742,4
84,1111,4
84,49,1
84,375,4
84,1268,4
84,613,3
84,624,5
84,336,5
84,470,4
84,1208,4
84,1151,4
84,922,1
84,306,3
84,1167,4
84,408,4
84,927,3
84,273,5
84,316,5
84,685,4
84,1241,2
84,1323,3
84,1632,1
84,974,1
84,1677,4
84,1573,5
84,1675,1
84,1649,2
84,889,1
84,1392,4
84,357,3
84,558,4
84,528,3
84,1325,1
84,965,1
84,410,4
84,176,1
84,1321,3
84,1169,3
84,1346,3
84,154,5
84,789,2
84,387,5
84,1201,5
84,581,5
84,690,2
84,356,3
84,1253,5
84,1673,1
84,518,3
84,247,1
84,195,3
84,580,4
84,1065,2
84,1326,5
84,28,5
84,1597,5
84,1289,1
84,959,3
84,1107,1
84,74,3
84,256,1
84,495,3
84,1256,3
84,833,2
84,709,5
84,1548,3
84,1645,3
84,529,4
84,1213,2
84,817,2
84,812,3
84,987,4
84,188,1
84,869,1
84,550,5
84,1530,3
84,793,2
84,121,1
84,858,3
84,1607,5
84,1322,2
84,990,4
84,169,3
84,19,4
84,1019,5
84,398,5
84,204,4
84,862,2
84,748,3
84,1028,1
84,483,2
84,467,3
84,250,2
84,335,3
84,365,4
84,1523,3
84,587,5
84,1288,3
84,736,1
84,1356,3
84,696,2
84,1238,5
84,503,1
84,670,1
84,140,5
84,1204,3
84,995,4
84,56,1
84,582,2
84,1618,5
84,1399,2
84,1524,2
84,1461,4
84,447,4
180,431,4
180,355,4
180,834,1
180,526,5
180,145,5
180,292,4
180,755,5
180,1397,2
180,1578,4
180,901,4
180,42,5
180,225,5
180,1527,5
180,554,4
180,650,5
180,932,5
180,401,3
180,597,4
180,1023,4
180,969,5
180,1090,1
180,174,5
180,1038,5
180,180,4
180,1139,5
180,1171,4
180,1243,4
180,1030,4
180,598,5
180,1443,5
180,1003,4
180,1647,5
180,358,4
180,1389,5
180,273,3
180,1573,3
180,1555,3
180,462,4
180,254,4
180,1180,5
180,668,5
403,1377,1
403,1263,4
403,727,4
403,1205,5
403,1257,4
403,253,1
403,297,3
403,17,5
403,571,5
403,688,5
403,289,2
403,713,2
403,1184,3
403,498,1
403,1016,1
403,391,1
403,354,2
403,31,2
403,43,5
403,795,4
403,1617,3
403,722,5
403,1353,4
403,155,3
403,429,3
403,576,4
403,1479,4
403,1671,3
403,170,5
403,183,3
403,969,3
403,263,2
403,84,5
403,1634,5
403,361,4
403,1254,3
403,1328,1
403,281,3
403,418,1
403,544,3
403,1246,1
403,1408,3
403,594,2
403,702,4
403,1503,4
403,408,3
403,1452,1
403,1530,2
403,1081,4
403,483,3
403,1580,2
403,728,1
403,1317,5
403,461,1
403,663,2
403,57,1
403,1351,4
403,761,3
403,1126,5
403,1109,3
755,1436,5
755,1608,5
755,143,5
755,431,5
755,727,4
755,1472,2
755,513,5
755,1009,4
755,549,4
755,1560,5
755,440,5
755,1623,4
755,279,5
755,1026,5
755,976,5
755,993,4
755,17,2
755,1397,5
755,1507,4
755,829,5
755,1095,4
755,1078,4
755,1365,5
755,602,5
755,864,5
755,1464,5
755,482,5
755,1518,5
755,1061,5
755,1658,5
755,1281,5
755,983,5
755,1184,5
755,932,3
755,1378,5
755,429,4
755,1670,2
755,969,5
755,586,3
755,1545,3
755,511,5
755,1194,5
755,488,5
755,783,5
755,1038,5
755,1259,5
755,980,5
755,665,3
755,746,3
755,230,5
755,389,5
755,1450,4
755,575,2
755,938,3
755,1406,5
755,504,4
755,585,4
755,1491,5
755,252,5
755,958,5
755,624,5
755,558,3
755,166,4
755,1604,1
755,1627,3
755,749,4
755,27,5
755,437,4
755,635,3
148,815,4
148,976,4
148,1257,3
148,196,3
148,363,4
148,843,5
148,1385,5
148,1616,2
148,554,4
148,498,1
148,722,4
148,597,3
148,1670,3
148,489,4
148,1328,1
148,189,2
148,1165,4
148,1647,1
148,462,4
933,1608,3
933,25,5
933,295,5
933,262,5
933,727,4
933,1667,4
933,763,4
933,87,3
933,526,2
933,918,2
933,486,5
933,1209,4
933,1205,4
933,1339,5
933,681,5
933,1191,4
933,797,4
933,343,5
933,1305,5
933,549,3
933,494,3
933,440,4
933,145,3
933,199,5
933,1312,4
933,1142,3
933,644,3
933,279,4
933,1026,5
933,976,5
933,1257,3
933,1514,5
933,17,3
933,1397,5
933,266,5
933,1405,5
933,1219,5
933,843,5
933,1099,4
933,829,4
933,694,4
933,873,2
933,293,4
933,1426,4
933,201,3
933,1365,3
933,314,3
933,82,4
933,679,3
933,929,3
933,1308,4
933,949,5
933,476,4
933,893,3
933,1464,3
933,1518,3
933,1061,4
933,1527,5
933,206,5
933,396,5
933,1480,5
933,1658,4
933,1616,5
933,221,5
933,905,3
933,650,5
933,11,5
933,722,5
933,576,5
933,222,3
933,1479,5
933,269,4
933,964,5
933,1090,4
933,712,4
933,1119,3
933,1374,4
933,174,3
933,329,1
933,200,3
933,1008,3
933,648,3
933,1194,4
933,1042,3
933,1369,4
933,372,5
933,874,3
933,1358,3
933,1359,3
933,1038,5
933,1139,4
933,623,3
933,1444,4
933,148,4
933,604,4
933,746,3
933,831,5
933,230,4
933,1164,5
933,950,3
933,1235,4
933,788,4
933,844,5
933,1482,5
933,938,4
933,1298,5
933,845,5
933,734,2
933,130,4
933,72,4
933,598,4
933,215,4
933,1484,5
933,246,4
933,707,5
933,1003,4
933,89,4
933,1432,4
933,90,4
933,144,5
933,271,4
933,216,3
933,452,5
933,1661,5
933,625,4
933,1456,3
933,358,4
933,1389,4
933,1293,3
933,159,3
933,218,3
933,775,3
933,375,5
933,1642,4
933,1591,5
933,1455,4
933,276,4
933,470,4
933,1208,3
933,1167,3
933,881,4
933,1573,3
933,1477,3
933,184,4
933,1530,3
933,1370,5
933,168,3
933,310,3
933,499,2
933,934,5
933,1163,3
933,197,5
933,348,3
933,393,4
933,71,5
933,122,3
933,345,3
933,935,3
933,39,3
3,295,5
3,482,4
3,1527,3
3,206,4
3,606,2
3,1023,2
3,489,3
3,1090,4
3,701,4
3,614,4
470,727,4
470,1667,5
470,1205,3
470,1512,4
470,644,2
470,829,3
470,274,5
470,1496,3
470,314,4
470,571,3
470,1518,3
470,1527,4
470,498,4
470,1430,4
470,1328,4
470,712,1
470,1119,3
470,783,2
470,1486,5
470,389,3
470,1003,3
470,1661,4
470,1675,1
470,1555,2
470,1081,1
470,1351,4
345,1436,5
345,69,2
345,815,5
345,262,5
345,727,4
345,1177,4
345,1205,3
345,917,4
345,913,4
345,1397,5
345,1207,1
345,1212,5
345,1464,5
345,209,5
345,932,4
345,498,2
345,666,4
345,846,2
345,562,2
345,1082,1
345,1040,4
345,566,1
345,1262,3
345,1378,4
345,1269,3
345,1670,3
345,1522,3
345,961,3
345,577,4
345,586,4
345,1254,3
345,1328,2
345,1112,5
345,784,3
345,490,3
345,1012,1
345,553,5
345,158,2
345,1224,4
345,88,1
345,1087,1
345,141,4
345,926,4
345,536,2
345,1124,2
345,875,3
345,787,1
345,241,1
345,564,2
345,547,3
345,493,2
345,955,2
345,187,2
345,1647,3
345,1145,4
345,548,4
345,484,5
345,207,1
345,1252,3
345,1249,2
345,1657,5
345,952,1
345,49,2
345,408,1
345,974,1
345,889,1
345,357,1
345,247,1
345,1107,3
345,1322,5
345,1013,5
345,510,2
345,748,2
345,1028,2
345,284,2
345,1120,1
345,1011,2
345,1101,3
345,1580,2
345,190,3
345,388,1
345,860,2
345,1146,1
345,1282,2
345,721,2
345,530,1
345,322,1
345,660,2
345,1381,1
345,1214,3
345,1311,2
345,1063,2
345,1233,2
345,1250,4
345,62,2
8,1113,2
8,1608,5
8,1177,4
8,744,4
8,496,5
8,1205,5
8,917,3
8,1574,4
8,628,4
8,525,5
8,1318,5
8,644,3
8,464,1
8,993,4
8,1397,5
8,1267,5
8,584,4
8,1227,1
8,1665,3
8,314,5
8,82,4
8,571,5
8,1416,5
8,1308,5
8,209,4
8,482,5
8,824,4
8,1527,3
8,206,3
8,1658,4
8,232,4
8,346,2
8,315,1
8,13,3
8,916,5
8,401,3
8,925,5
8,1545,2
8,342,3
8,511,4
8,1490,1
8,1139,4
8,1465,4
8,1495,1
8,600,4
8,1499,5
8,1030,5
8,226,4
8,594,3
8,1598,2
8,449,3
8,458,3
8,1299,4
8,157,1
8,958,3
8,994,1
8,1268,4
8,1274,3
8,624,4
8,1201,4
8,1231,4
8,169,1
8,728,1
8,1626,2
8,1381,1
8,809,2
8,248,1
8,766,3
8,5,1
8,782,1
497,815,4
497,295,4
497,1263,4
497,355,4
497,1660,4
497,681,4
497,1191,4
497,1574,4
497,1025,3
497,440,4
497,1512,3
497,1318,5
497,1142,4
497,279,4
497,292,3
497,976,5
497,203,3
497,1514,5
497,755,4
497,813,4
497,266,4
497,1219,4
497,1267,3
497,1207,3
497,1496,3
497,694,4
497,951,2
497,514,3
497,697,3
497,584,2
497,173,3
497,687,5
497,1578,5
497,314,4
497,82,5
497,1440,3
497,571,5
497,1212,4
497,569,4
497,225,4
497,482,3
497,492,4
497,1518,3
497,206,4
497,1071,3
497,1658,4
497,1625,2
497,781,5
497,1281,3
497,309,5
497,983,2
497,713,1
497,916,4
497,1353,5
497,576,4
497,489,1
497,1545,4
497,329,4
497,382,3
497,553,5
497,1369,3
497,874,4
497,783,3
497,1064,4
497,501,5
497,1495,2
497,600,2
497,1408,2
497,328,5
497,473,4
497,226,3
497,384,3
497,1404,3
497,1003,4
497,1054,3
497,89,4
497,1240,4
497,1491,3
497,428,4
497,223,3
497,344,3
497,1439,4
497,937,4
497,68,1
497,1370,4
497,462,5
497,770,5
497,1679,2
307,815,5
307,295,5
307,143,5
307,431,5
307,822,5
307,1660,5
307,1009,3
307,1576,5
307,1560,5
307,440,4
307,1182,5
307,1334,4
307,1026,5
307,1397,5
307,266,3
307,1496,5
307,1578,5
307,1440,5
307,602,5
307,1464,5
307,221,5
307,1184,4
307,650,5
307,391,4
307,597,5
307,1023,3
307,1522,3
307,961,4
307,920,5
307,712,5
307,1008,4
307,457,5
307,950,3
307,796,4
307,707,4
307,223,5
307,791,3
307,1668,3
307,321,5
307,462,3
307,1531,5
830,1436,5
830,815,4
830,763,4
830,440,4
830,1512,4
830,1550,4
830,1026,5
830,1514,4
830,297,4
830,17,5
830,813,4
830,1405,3
830,1219,4
830,85,5
830,829,3
830,1578,4
830,1440,4
830,679,3
830,1102,4
830,901,3
830,225,4
830,1518,5
830,401,4
830,1194,3
830,553,5
830,1358,4
830,1139,3
830,1049,4
830,604,4
830,328,5
830,7,4
830,1237,4
830,449,4
830,1432,3
830,90,4
830,223,4
830,1166,4
830,1111,4
830,987,4
830,427,4
830,947,4
143,1436,3
143,1263,3
143,496,4
143,1205,4
143,993,3
143,1257,3
143,1514,2
143,253,3
143,297,3
143,948,1
143,363,4
143,1199,5
143,274,2
143,1496,3
143,571,4
143,554,3
143,1664,5
143,1016,3
143,391,2
143,916,3
143,31,2
143,1541,3
143,1430,3
143,597,4
143,429,4
143,576,3
143,222,3
143,1023,5
143,1671,3
143,1352,2
143,303,4
143,961,4
143,969,5
143,1044,4
143,1159,5
143,1291,3
143,1328,2
143,281,2
143,500,2
143,1490,2
143,158,2
143,1474,1
143,45,3
143,189,2
143,1165,3
143,1499,4
143,594,1
143,585,3
143,1647,3
143,1528,2
143,1203,3
143,408,1
143,273,4
143,316,4
143,974,1
143,959,2
143,426,2
143,1231,2
143,869,2
143,1530,3
143,1126,4
143,621,2
143,366,3
143,1638,4
143,541,1
143,258,3
244,262,4
244,1205,3
244,253,3
244,913,5
244,274,3
244,666,3
244,1670,3
244,1023,3
244,663,2
244,351,4
223,69,3
223,143,4
223,87,4
223,1401,4
223,681,5
223,292,5
223,196,4
223,729,4
223,1440,5
223,1212,5
223,225,4
223,419,4
223,1464,2
223,855,5
223,1281,4
223,346,2
223,309,4
223,1670,3
223,1023,5
223,1254,2
223,1328,3
223,578,2
223,882,5
223,623,4
223,141,4
223,926,3
223,1137,3
223,1259,4
223,1495,2
223,1484,4
223,493,5
223,955,4
223,1003,3
223,89,3
223,1463,3
223,1251,4
223,1252,3
223,974,3
223,1168,3
269,431,5
269,440,4
269,602,4
269,1050,4
269,1262,3
269,606,5
269,1670,5
269,961,3
269,263,4
269,84,4
269,1600,4
269,837,2
269,230,4
269,1166,4
269,252,5
269,483,3
269,275,4
764,1113,3
764,1391,3
764,1205,3
764,1576,5
764,1507,4
764,584,4
764,729,4
764,1365,4
764,314,5
764,11,5
764,31,3
764,795,4
764,1617,5
764,846,4
764,1044,4
764,1159,5
764,835,4
764,1090,4
764,586,4
764,648,2
764,1203,3
764,316,3
764,68,4
764,1028,1
764,568,4
434,526,5
434,1403,5
434,694,4
434,82,5
434,735,4
434,1040,5
434,606,3
434,1541,4
434,836,4
434,263,2
434,84,3
434,1090,4
434,281,2
434,311,3
434,1556,4
434,130,5
434,186,4
434,1597,4
434,1570,4
434,275,4
434,370,3
434,632,3
434,878,5
410,815,4
410,262,3
410,1205,4
410,1257,3
410,571,5
410,554,3
410,932,3
410,1016,4
410,606,5
410,1541,3
